siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
7,52.992115,,72.047241,4.25,,,1.446919,1
,42.992088,,59.842518,7.5300002,17,19,2.0188951,1
3,49.999981,,70.866142,2.5,,,.91629076,0
3,52.007839,70.472443,72.834648,11.621622,9.5,11.5,2.4528673,0
3,50.984219,68.897636,72.440948,4.2105265,9.5,,1.4375877,0
3,49.999981,63.385815,63.779526,15.263158,11.5,9.5,2.7254419,1
3,47.992119,63.385815,64.566933,4.1230769,10.5,9.5,1.4165998,1
4,50.984219,,69.685036,11.2,,,2.4159138,0
5,49.015743,66.141708,68.110237,3.5428572,11.5,19,1.2649335,0
3,47.007847,66.929123,71.259842,10.5,11.5,13.5,2.3513753,0
,47.992119,,68.897636,8.4324322,,,2.1320853,0
5,52.007839,72.44091,75.196854,14.4,12.5,12.5,2.6672282,0
4,47.007847,61.811012,62.992126,8.3783779,10.5,10.5,2.1256542,1
6,47.007847,62.598392,62.992126,4.6666665,9.5,9.5,1.540445,1
3,55.984249,66.141708,67.716537,9.1428576,9.5,9.5,2.2129729,1
3,49.999981,68.110222,69.685036,13.333333,9.5,9.5,2.5902672,0
4,49.999981,62.598392,64.173225,10,11.5,10.5,2.3025851,1
4,49.999981,65.747993,66.929131,9.4736843,10.5,10.5,2.248518,1
3,49.015743,66.929123,73.228348,4.7619047,9.5,9.5,1.5606477,0
5,47.007847,66.141708,67.716537,6.25,9.5,9.5,1.8325815,0
3,49.015743,64.566902,65.748032,13.157895,9.5,9.5,2.5770221,0
3,49.999981,64.173195,64.173225,9.7142859,10.5,9.5,2.2735975,1
7,49.015743,63.385815,64.566933,2.2666667,9.5,9.5,.81831032,1
3,49.015743,,69.291336,8.8991995,10.5,10.5,2.1859612,0
4,,66.929123,70.866142,10.2,13.5,17,2.3223877,0
5,49.999981,68.110222,70.078743,7.2727275,9.5,9.5,1.9841313,0
5,47.992119,65.747993,67.716537,9.875555,10.5,13.5,2.2900624,0
4,,64.173195,69.291336,5.6329412,9.5,9.5,1.7286317,0
2,47.992119,65.354324,68.110237,11.111111,10.5,10.5,2.4079456,0
4,49.999981,69.68502,74.803146,6,12.5,10.5,1.7917595,0
3,39.999992,57.873989,65.748032,4.4615383,10.5,9.5,1.4954937,0
,44.015713,,58.267715,5.2457147,,,1.6574115,1
3,47.007847,65.747993,70.472443,10.652174,10.5,9.5,2.3657639,0
3,47.007847,61.811012,61.811024,9.25,11.5,9.5,2.2246234,1
8,47.992119,,64.960632,90.85714,9.5,9.5,4.5092883,1
5,47.992119,64.960617,69.685036,129,9.5,9.5,4.8598123,0
,,,66.929131,8.7789478,9.5,,2.1723566,1
4,49.015743,,63.779526,10.657143,,,2.3662302,1
4,47.992119,64.960617,69.291336,20,8.5,9.5,2.9957323,0
4,45.984222,,66.929131,8.5714283,,,2.1484344,0
2,52.992115,,70.472443,7,,,1.9459101,1
3,,65.354324,67.716537,9.2886486,11.5,11.5,2.2287931,0
3,47.007847,60.629921,61.417324,3.7804878,11.5,10.5,1.3298531,1
6,44.999985,,69.685036,4.7457628,10.5,9.5,1.5572522,0
,45.984222,,67.716537,10,,,2.3025851,0
,44.999985,,60.236221,9.8000002,,,2.2823825,1
3,50.984219,72.834625,74.015747,7.3846154,9.5,9.5,1.9993988,0
2,47.992119,,66.929131,113.33334,9.5,9.5,4.7303333,0
3,,71.653534,73.622047,9.0476189,9.5,9.5,2.2025015,0
4,,64.173195,64.960632,5.5623527,9.5,9.5,1.7160212,1
10,50.984219,70.472443,71.259842,3.7771428,,,1.3289678,0
4,49.015743,67.716507,67.716537,8.4324322,11.5,13.5,2.1320853,0
3,54.015739,75.98423,78.740158,17.727272,11.5,13.5,2.8751042,0
2,49.015743,68.897636,70.472443,8.75,,,2.1690538,0
4,45.984222,65.354324,66.141731,9.2307692,11.5,11.5,2.2225423,0
,45.984222,,69.685036,3.75,,,1.3217559,0
6,,64.960617,66.535431,3.5555556,,,1.2685113,0
5,47.992119,66.141708,68.110237,8.1066666,11.5,11.5,2.0926867,0
4,45.984222,64.173195,69.291336,7.3000002,9.5,9.5,1.9878744,0
3,47.007847,62.598392,63.385826,3.6363637,9.5,9.5,1.2909842,1
3,50.984219,64.960617,65.748032,19,12.5,11.5,2.9444389,1
4,49.999981,,73.622047,9.4736843,9.5,9.5,2.248518,0
4,49.015743,64.960617,65.748032,7.6892309,17,10.5,2.0398207,1
4,49.015743,69.291313,70.472443,13.963636,19,17,2.6364565,0
5,47.992119,66.929123,69.291336,7.5,11.5,11.5,2.0149031,0
,,62.20472,62.598427,5.5135136,9.5,17,1.7072021,1
4,45.984222,65.354324,69.291336,6.3243241,10.5,9.5,1.8444031,0
3,50.984219,66.929123,67.716537,5.5380001,9.5,9.5,1.7116334,1
4,47.007847,64.960617,67.322838,10,10.5,9.5,2.3025851,0
4,52.992115,70.866112,75.196854,9.257143,9.5,9.5,2.2253954,0
4,44.999985,,63.779526,3.4375,,,1.2347444,0
4,49.015743,,71.653542,10.277778,,,2.3299839,0
3,49.015743,68.897636,71.653542,6.4000001,9.5,9.5,1.856298,0
4,50.984219,68.897636,73.228348,10.363636,,,2.3383031,0
4,49.015743,70.866112,73.228348,11.578947,11.5,10.5,2.4491885,0
3,47.007847,62.20472,63.779526,4.6666665,11.5,10.5,1.540445,1
2,47.007847,66.141708,69.291336,16.666666,10.5,19,2.8134108,0
3,49.999981,70.866112,72.834648,22.702703,9.5,9.5,3.122484,0
4,,67.3228,68.503937,6.0526314,11.5,,1.8004931,1
6,,65.747993,67.322838,9.0476189,10.5,11.5,2.2025015,1
,49.999981,,70.078743,5.818182,,,1.7609879,0
4,,62.992104,67.716537,10.857142,9.5,9.5,2.3848231,0
4,49.999981,70.472443,72.047241,11.052631,11.5,9.5,2.4026685,0
2,49.015743,67.3228,70.866142,10,10.5,9.5,2.3025851,0
3,,,62.204723,3.8333333,9.5,,1.3437347,1
3,52.007839,,70.078743,17.142857,,,2.8415816,0
,,,70.472443,121.05264,,,4.7962255,0
5,49.015743,68.897636,70.472443,3.3333333,12.5,12.5,1.2039728,0
5,47.007847,64.960617,70.078743,5.0847459,10.5,,1.626245,0
6,47.992119,64.960617,66.929131,28.333334,11.5,9.5,3.344039,0
,50.984219,,64.960632,5.5999999,,,1.7227666,1
5,47.992119,64.566902,64.960632,4.3000002,9.5,9.5,1.4586151,1
,,,65.354332,8.7180004,,,2.16539,1
3,47.992119,66.535416,77.559052,14.482759,17,12.5,2.6729589,0
2,47.992119,67.716507,68.110237,10.909091,9.5,11.5,2.3895965,0
3,47.992119,70.078728,73.622047,14.857142,11.5,13.5,2.6984806,0
4,47.007847,66.929123,68.897636,5.6034484,,,1.7233822,0
4,49.015743,64.960617,66.141731,12.016666,12.5,12.5,2.4862945,1
4,47.992119,64.960617,69.685036,6.1320753,10.5,10.5,1.8135332,0
,,63.385815,64.566933,7.1879997,10.5,9.5,1.9724129,1
3,44.999985,57.086605,59.055119,7.7777777,11.5,12.5,2.0512707,1
3,42.992088,61.023594,67.716537,6.9189191,11.5,10.5,1.9342595,0
5,,66.535416,67.716537,6.1621623,,11.5,1.8184277,0
4,47.007847,61.811012,63.779526,6.4864864,17,9.5,1.8697211,1
4,,62.20472,62.992126,4.2105265,10.5,9.5,1.4375877,1
2,54.015739,69.68502,72.047241,3.9157896,9.5,9.5,1.3650169,0
4,,70.078728,71.259842,6.1363635,,,1.8142323,0
3,49.999981,62.20472,62.204723,5.4054055,,,1.6873995,1
3,42.992088,64.173195,66.535431,9.7837839,11.5,9.5,2.2807262,0
5,49.015743,65.747993,70.078743,4.8479247,9.5,8.5,1.5785507,0
7,47.007847,,62.204723,6.7199998,,,1.9050881,1
5,49.015743,64.960617,65.748032,6.4864864,12.5,9.5,1.8697211,1
4,49.015743,67.716507,71.259842,5.6999998,11.5,,1.7404661,0
3,50.984219,69.68502,71.259842,11.428572,11.5,11.5,2.4361165,0
4,50.984219,68.897636,73.228348,7.2222223,9.5,9.5,1.9771627,0
3,44.999985,66.535416,67.322838,5.8293333,13.5,11.5,1.7629026,0
3,,67.716507,67.716537,10.26973,,,2.3292007,1
5,49.999981,65.354324,66.141731,4.3000002,10.5,9.5,1.4586151,1
6,,65.354324,72.047241,4.6153846,9.5,11.5,1.5293952,0
5,,64.960617,67.322838,8.6400003,9.5,,2.1564026,0
,47.007847,64.960617,71.259842,15.428572,9.5,9.5,2.7362211,0
5,45.984222,,70.078743,6.4615383,,,1.8658674,0
2,49.999981,,68.897636,6.5128207,,,1.8737726,0
6,47.992119,64.960617,68.897636,5.6666665,9.5,9.5,1.734601,0
3,47.007847,62.992104,65.748032,9,11.5,15,2.1972246,0
3,49.999981,69.68502,71.259842,11.2,11.5,9.5,2.4159138,0
3,47.007847,63.385815,64.960632,12.380953,10.5,9.5,2.5161593,0
3,49.015743,68.897636,72.834648,6,10.5,9.5,1.7917595,0
3,52.992115,72.44091,72.440948,10,9.5,9.5,2.3025851,0
3,49.999981,,71.259842,6.6666665,,,1.89712,0
,50.984219,72.047241,74.409447,6.8571429,15,19,1.9252908,0
3,52.992115,,73.228348,8.8461542,,,2.1799829,0
4,49.015743,70.866112,73.622047,9.7222223,9.5,9.5,2.2744143,0
6,49.015743,69.68502,74.015747,4.8000002,9.5,9.5,1.5686159,0
4,49.999981,66.929123,69.685036,22,19,17,3.0910425,0
3,49.015743,,67.716537,3.6444445,,,1.2932039,0
5,,,69.291336,27.6,,,3.3178158,0
3,50.984219,68.897636,69.685036,11.052631,12.5,12.5,2.4026685,1
3,47.007847,,66.141731,7.5,,,2.0149031,0
2,,,65.748032,21,10.5,10.5,3.0445225,0
3,47.992119,70.866112,71.653542,5.7142859,9.5,9.5,1.7429693,0
4,50.984219,65.354324,72.047241,12.666667,10.5,11.5,2.5389738,0
5,47.007847,66.535416,70.078743,10.25,10.5,11.5,2.3272777,0
,49.015743,64.173195,64.173225,12.285714,9.5,9.5,2.5084372,1
,49.999981,64.173195,74.015747,6.5961537,10.5,10.5,1.8864868,0
2,52.992115,69.291313,69.291336,97.297295,10.5,9.5,4.5777712,1
,,,68.503937,3.1578948,,,1.1499056,1
4,49.015743,68.897636,70.866142,4.4912281,13.5,13.5,1.5021262,0
2,47.992119,64.566902,67.716537,6.2399998,11.5,12.5,1.8309802,0
4,52.007839,,72.440948,9,,,2.1972246,0
4,49.999981,70.472443,72.834648,10.5,10.5,13.5,2.3513753,0
3,44.999985,62.992104,64.566933,7.5789475,10.5,9.5,2.0253744,0
3,45.984222,67.3228,69.291336,8.75,9.5,9.5,2.1690538,0
4,50.984219,71.653534,72.440948,6.8421054,10.5,15,1.9230955,0
3,49.999981,70.472443,74.803146,14.339622,9.5,9.5,2.6630266,0
7,47.992119,69.68502,72.440948,13.8,9.5,9.5,2.6246686,0
5,,,73.228348,18,,,2.8903718,0
4,,65.354324,65.748032,4.6628571,10.5,9.5,1.5396284,1
3,44.999985,64.960617,66.535431,19,11.5,12.5,2.9444389,0
3,49.999981,70.078728,72.834648,14.666667,11.5,10.5,2.6855774,0
,49.999981,,65.748032,9.7297297,,,2.2751861,1
2,47.992119,66.141708,67.716537,8.8000002,9.5,9.5,2.1747518,0
2,45.984222,65.354324,66.535431,6.6666665,9.5,15,1.89712,0
3,49.999981,70.078728,72.834648,12.307693,12.5,10.5,2.5102246,0
3,49.015743,66.929123,68.110237,7.7419353,9.5,9.5,2.0466516,1
5,44.015713,63.385815,67.716537,5.5999999,,,1.7227666,0
,,,70.078743,10.5,,,2.3513753,0
4,44.999985,64.173195,64.173225,7.7142859,13.5,9.5,2.0430739,1
3,47.007847,63.779522,64.173225,5.2610526,9.5,9.5,1.6603311,1
2,45.984222,60.23621,68.897636,6.6666665,9.5,9.5,1.89712,0
5,49.999981,69.68502,70.472443,9.020833,9.5,9.5,2.1995368,0
,42.992088,,59.842518,4.1860466,,,1.4317567,1
6,47.992119,,69.291336,.65405405,10.5,10.5,-.42456529,0
4,,70.472443,72.834648,5.319149,,,1.6713133,0
4,49.015743,64.173195,64.960632,5.2229729,9.5,9.5,1.6530668,1
,,,68.110237,7.6923075,,,2.0402207,0
3,44.999985,59.448792,60.629921,5.1157894,9.5,9.5,1.6323317,1
8,47.007847,,70.078743,10.697675,,,2.3700264,0
5,,69.68502,73.228348,10.5,,,2.3513753,0
4,47.992119,68.110222,70.472443,12.285714,9.5,9.5,2.5084372,0
4,49.015743,63.385815,64.173225,3.2857144,10.5,9.5,1.1895841,1
3,47.992119,66.929123,69.685036,12.820513,,,2.5510464,0
,44.999985,60.629921,61.811024,4.2105265,9.5,9.5,1.4375877,1
,47.007847,66.929123,73.228348,7.6388888,12.5,9.5,2.0332522,0
4,50.984219,64.566902,65.354332,3.6923077,15,10.5,1.3062516,1
5,47.992119,64.173195,70.078743,11.369143,,,2.430903,0
,,,59.842518,6.5454545,,,1.8787708,1
4,47.992119,,69.291336,6.1999998,9.5,9.5,1.8245493,0
,49.015743,,73.622047,10,9.5,9.5,2.3025851,0
6,47.992119,,69.291336,7.1111112,,,1.9616585,0
4,47.007847,66.929123,70.078743,4.5454545,9.5,9.5,1.5141277,0
4,47.992119,66.535416,67.322838,4,9.5,9.5,1.3862944,0
3,50.984219,,75.984253,4.8333335,9.5,9.5,1.5755364,0
3,49.015743,64.566902,64.960632,2.6933334,9.5,9.5,.99077958,1
4,47.007847,61.417301,61.417324,6.4000001,11.5,11.5,1.856298,1
,49.015743,65.354324,68.503937,5.189189,10.5,10.5,1.6465774,0
4,49.999981,68.897636,70.866142,4.9714284,,,1.6037072,0
3,45.984222,,67.716537,13.8,,,2.6246686,0
,,62.992104,63.385826,2.8499999,8.5,9.5,1.0473189,1
2,49.999981,,61.811024,6.8000002,,,1.9169227,0
,,63.385815,64.173225,4.3333335,12.5,19,1.4663371,1
7,47.992119,65.354324,66.929131,9.1351347,17,,2.2121279,1
3,49.015743,70.866112,72.047241,74.285713,9.5,9.5,4.3079185,0
,,67.716507,70.078743,48,,,3.871201,0
5,49.015743,66.141708,66.141731,4.8076925,10.5,10.5,1.5702173,1
,47.007847,61.811012,62.204723,5.8666668,10.5,10.5,1.7692866,1
,,57.873989,59.448818,3,9.5,6,1.0986123,1
,49.999981,67.3228,70.078743,9.6756754,,,2.2696149,0
,49.015743,64.566902,64.566933,7.9166665,9.5,11.5,2.0689702,1
3,49.015743,,69.685036,8.181818,,,2.1019144,0
3,47.992119,64.960617,71.653542,12.222222,11.5,17,2.5032558,0
,50.984219,68.503929,69.291336,12.4,11.5,13.5,2.5176964,0
,49.999981,66.929123,70.866142,9.405405,9.5,10.5,2.2412846,0
,47.992119,66.141708,69.685036,4.6666665,9.5,9.5,1.540445,0
,52.992115,64.960617,67.716537,4.6153846,,,1.5293952,1
,47.007847,,67.322838,6.3000002,9.5,9.5,1.8405497,0
5,45.984222,61.023594,66.535431,4.6857142,11.5,11.5,1.5445184,0
3,49.999981,67.716507,72.047241,17.322001,,,2.8519773,0
,47.992119,,67.716537,5.5999999,,,1.7227666,0
,47.007847,63.385815,64.566933,9.7297297,10.5,11.5,2.2751861,1
,47.007847,62.992104,63.385826,10.27027,10.5,11.5,2.3292534,1
2,45.984222,62.992104,66.929131,13.085714,,,2.571521,0
3,49.999981,,73.228348,6.9621625,9.5,9.5,1.9404901,0
1,45.984222,60.629921,62.992126,8,10.5,,2.0794415,1
,,72.047241,74.015747,27.5,11.5,13.5,3.3141861,0
3,52.007839,74.409424,75.196854,5.652174,10.5,10.5,1.7320403,0
3,,64.566902,70.866142,12,10.5,10.5,2.4849067,0
10,49.015743,,71.653542,11.124,,,2.4091048,0
4,,65.747993,66.141731,12.71,9.5,9.5,2.5423892,1
2,47.992119,66.141708,70.078743,7.5999999,,,2.0281482,0
4,47.007847,61.417301,64.173225,5.6756759,11.5,11.5,1.7361896,1
3,49.015743,65.354324,68.897636,7.04,11.5,12.5,1.9516082,0
5,47.992119,64.173195,70.472443,11.16279,11.5,13.5,2.412586,0
5,49.015743,,62.598427,3.5897436,9.5,9.5,1.2780808,1
4,52.007839,70.866112,71.653542,12.324325,9.5,9.5,2.511575,0
5,47.007847,64.173195,66.141731,4.8139534,9.5,9.5,1.5715187,0
2,,64.960617,64.960632,5.3967566,11.5,12.5,1.6857982,1
,49.015743,68.897636,72.047241,19.200001,11.5,11.5,2.9549103,0
,,,66.141731,5.6626086,,,1.7338847,0
7,45.984222,65.747993,67.716537,9.2108107,10.5,9.5,2.2203779,0
,47.992119,65.354324,67.322838,5.0537143,9.5,9.5,1.6201235,1
6,47.007847,60.629921,67.322838,3.6226416,10.5,9.5,1.2872034,0
3,47.007847,63.779522,66.929131,105,9.5,9.5,4.6539602,0
4,52.992115,,65.748032,5.25,9.5,9.5,1.658228,1
4,49.015743,62.992104,63.385826,11.16279,11.5,19,2.412586,1
5,44.999985,61.023594,64.173225,18.333334,12.5,19,2.908721,0
3,52.992115,67.3228,67.716537,7.1428571,10.5,11.5,1.9661129,1
3,49.015743,69.291313,72.440948,7.6666665,12.5,9.5,2.0368819,0
3,47.007847,63.779522,66.535431,5.5599999,13.5,9.5,1.7155981,0
,47.992119,66.929123,68.110237,6.4705882,,,1.867267,0
3,47.007847,67.3228,69.685036,167.02702,11.5,9.5,5.1181555,0
3,53.937004,75.98423,77.559052,7.3846154,12.5,19,1.9993988,0
4,47.992119,,68.503937,12,,,2.4849067,0
2,,67.3228,70.866142,6.6315789,13.5,13.5,1.891843,0
7,,62.598392,67.322838,9.6000004,10.5,9.5,2.2617631,0
4,,62.20472,65.354332,6.0416665,9.5,,1.7986798,1
7,50.984219,66.535416,68.110237,5.3971429,15,10.5,1.6858697,1
4,49.999981,70.866112,71.259842,6.7777777,9.5,10.5,1.9136493,0
4,,,70.472443,5.5641026,,,1.7163358,0
6,47.007847,59.055119,61.811024,3.2051282,10.5,10.5,1.1647521,1
4,49.015743,70.078728,71.653542,15.714286,9.5,9.5,2.7545702,0
3,49.015743,69.68502,73.228348,10.672,10.5,10.5,2.3676236,0
2,44.999985,62.992104,64.566933,6.1538463,,,1.8170773,0
,,,61.023621,9.0810814,,,2.2061932,1
2,47.007847,65.354324,68.503937,6.3984003,10.5,,1.856048,0
3,,65.354324,68.110237,3.6923077,9.5,9.5,1.3062516,0
7,49.999981,68.897636,69.685036,10,19,17,2.3025851,0
7,47.007847,66.535416,68.110237,5.4285712,,,1.691676,0
3,49.015743,65.354324,66.141731,8.5799999,11.5,9.5,2.1494339,1
7,44.999985,,61.023621,2.4166667,10.5,10.5,.88238919,1
3,47.992119,,63.779526,10.133333,10.5,11.5,2.3158302,1
,49.015743,,66.141731,11.4,,,2.4336133,1
3,49.999981,68.503929,68.897636,9.0810814,10.5,9.5,2.2061932,0
5,50.984219,71.653534,73.622047,9.3421049,,,2.2345316,0
5,49.999981,70.866112,73.228348,7.2000003,,,1.974081,0
,47.007847,68.503929,70.078743,4.7692308,9.5,9.5,1.562185,0
,45.984222,64.566902,66.141731,3.4545455,9.5,9.5,1.2396909,0
,,,71.259842,8.6486483,9.5,11.5,2.157403,0
5,,59.055119,66.929131,7.1999998,,,1.974081,0
3,47.992119,62.20472,63.779526,5.0526314,11.5,17,1.6199092,1
5,52.992115,,71.259842,6.8421054,9.5,10.5,1.9230955,1
,49.999981,,63.385826,4.5240002,10.5,9.5,1.5093966,1
3,54.015739,72.834625,74.015747,6.8571429,9.5,9.5,1.9252908,0
3,50.984219,71.653534,73.228348,6.7199998,10.5,11.5,1.9050881,0
,45.984222,,70.078743,7.6744184,9.5,11.5,2.0378926,0
3,50.984219,,73.622047,15.625,,,2.7488723,0
4,52.007839,72.047241,76.377953,9.3405409,9.5,9.5,2.2343643,0
6,45.984222,59.448792,60.236221,5.1999998,9.5,9.5,1.6486586,1
6,50.984219,70.472443,70.472443,9.6571426,17,17,2.2676978,0
4,49.015743,63.779522,64.173225,11.428572,,,2.4361165,1
3,52.007839,66.929123,67.322838,7.1351352,11.5,,1.9650311,1
4,52.007839,74.409424,75.196854,4.8000002,9.5,9.5,1.5686159,0
5,44.015713,,68.110237,5.2307692,,,1.6545583,0
2,52.007839,69.68502,73.228348,7.5675673,9.5,12.5,2.0238717,0
,49.015743,70.472443,71.653542,6.868,10.5,9.5,1.926873,0
4,49.015743,68.503929,70.078743,6.6862745,,,1.9000568,0
4,47.007847,61.417301,63.385826,7.5,13.5,12.5,2.0149031,1
5,45.984222,65.354324,66.535431,6.5675673,11.5,10.5,1.8821435,0
5,49.999981,65.354324,65.748032,7.75,11.5,11.5,2.0476928,0
3,52.007839,70.472443,72.834648,4.8333335,,,1.5755364,0
3,49.999981,66.535416,68.110237,4.3243241,10.5,13.5,1.4642558,1
,50.984219,66.535416,66.929131,5.52,9.5,13.5,1.7083778,1
,52.007839,,70.078743,5.1578946,,,1.6405284,0
3,49.015743,,65.748032,10.378378,,,2.3397245,1
4,47.992119,64.960617,70.472443,8.9142857,17,10.5,2.1876552,0
,50.984219,,65.748032,6,10.5,9.5,1.7917595,1
3,50.984219,66.535416,67.322838,2.8545454,9.5,9.5,1.0489126,0
,47.007847,,68.110237,9,10.5,10.5,2.1972246,0
3,44.015713,,65.354332,4,,,1.3862944,0
3,50.984219,66.535416,70.078743,4.2833333,12.5,11.5,1.4547315,0
,,65.747993,66.141731,4.5405407,11.5,10.5,1.5130461,1
4,,,67.716537,8.75,9.5,9.5,2.1690538,0
4,47.992119,66.535416,70.866142,5.7142859,9.5,,1.7429693,0
4,45.984222,64.173195,69.291336,9.1428576,10.5,9.5,2.2129729,0
3,47.992119,,74.409447,10.8,9.5,9.5,2.3795462,0
,,68.110222,69.291336,135.55556,12.5,10.5,4.9093814,0
3,52.007839,69.68502,70.078743,4.2162161,9.5,9.5,1.438938,1
4,49.999981,66.141708,66.929131,4.7368422,10.5,10.5,1.5553707,1
2,,68.110222,68.110237,5.5684848,12.5,12.5,1.717123,0
2,47.007847,66.141708,67.716537,7.5555553,10.5,9.5,2.0222831,0
4,44.015713,60.629921,63.385826,4.1599998,9.5,9.5,1.4255151,0
3,50.984219,68.110222,72.047241,6.6666665,10.5,11.5,1.89712,0
4,47.992119,65.354324,67.716537,9.1983786,10.5,13.5,2.2190273,1
,,,63.779526,4.0178571,9.5,12.5,1.3907487,1
2,50.984219,66.535416,66.535431,9.1999998,11.5,11.5,2.2192035,1
,,66.535416,68.503937,5.090909,9.5,9.5,1.6274564,0
3,49.015743,68.503929,71.653542,4.0019999,,,1.3867942,0
4,47.992119,66.141708,70.866142,8.5714283,19,19,2.1484344,0
3,45.984222,66.929123,69.291336,13.428572,10.5,13.5,2.5973847,0
3,49.999981,68.503929,69.291336,8.5152006,,,2.1418529,0
5,47.007847,61.417301,62.204723,10.625,10.5,9.5,2.3632097,1
3,52.992115,,72.834648,16.216217,,,2.7860117,0
4,47.007847,63.385815,64.566933,5.2542105,17,9.5,1.6590297,1
4,49.999981,67.716507,69.685036,3.6666667,17,19,1.299283,0
4,49.999981,66.535416,67.322838,13.3,11.5,11.5,2.587764,1
3,47.007847,65.747993,66.929131,5.4054055,11.5,9.5,1.6873995,0
2,47.007847,64.960617,68.897636,133.14285,9.5,,4.8914227,0
3,52.007839,74.015717,75.196854,4.0526314,,,1.3993664,0
4,49.015743,68.897636,68.897636,10.5,9.5,9.5,2.3513753,0
,49.015743,61.811012,62.204723,4.5,,,1.5040774,1
6,,,61.811024,3.4210527,,,1.2299483,1
5,52.007839,,72.047241,7.4920001,,,2.0138359,0
4,,59.842499,62.598427,5.5128207,10.5,10.5,1.7070764,0
3,44.999985,63.385815,64.960632,3.6923077,10.5,10.5,1.3062516,0
,49.015743,,66.141731,7.25,,,1.9810015,0
3,47.007847,65.354324,72.047241,10,,,2.3025851,0
,,70.866112,71.653542,9,12.5,13.5,2.1972246,0
4,47.007847,61.417301,61.417324,9.1999998,12.5,12.5,2.2192035,1
6,44.999985,,61.811024,4.4736843,,,1.4982123,1
3,47.007847,68.503929,68.897636,4.7959185,9.5,9.5,1.5677652,1
3,47.007847,61.811012,62.992126,9.2237835,9.5,9.5,2.2217853,1
6,47.007847,,68.503937,6.5789475,,,1.8838748,0
5,47.992119,66.535416,68.503937,4.5,10.5,9.5,1.5040774,0
,47.007847,,68.110237,13.111111,,,2.5734601,0
8,47.992119,67.716507,72.047241,5.1063828,9.5,9.5,1.6304913,0
7,49.999981,70.472443,70.866142,4.4680853,9.5,9.5,1.4969599,0
4,,67.716507,69.291336,11.111111,10.5,9.5,2.4079456,0
5,42.007851,,62.598427,4.158,10.5,9.5,1.4250342,1
3,47.007847,68.503929,69.685036,7.5999999,9.5,9.5,2.0281482,0
7,,66.929123,71.259842,4.9116278,15,9.5,1.5916054,0
2,47.992119,66.929123,71.259842,6,10.5,10.5,1.7917595,0
,47.992119,67.3228,68.897636,18.857143,12.5,12.5,2.9368918,0
3,49.015743,66.929123,68.897636,7.8461537,9.5,10.5,2.0600235,0
2,49.015743,67.3228,68.897636,10.388889,11.5,13.5,2.3407369,0
4,49.999981,68.897636,71.653542,10.909714,9.5,9.5,2.3896534,0
2,49.015743,68.110222,68.897636,6.25,13.5,,1.8325815,0
3,47.992119,62.20472,63.385826,6.1439996,17,9.5,1.8154759,1
3,49.999981,64.960617,64.960632,6.1621623,10.5,10.5,1.8184277,1
3,47.007847,66.929123,70.472443,5.7600002,10.5,9.5,1.7509375,0
3,49.015743,67.716507,70.472443,7.6923075,9.5,9.5,2.0402207,0
3,49.999981,68.503929,72.834648,9.9200001,11.5,9.5,2.294553,0
3,45.984222,66.141708,66.929131,5.1136365,9.5,9.5,1.6319108,0
5,49.999981,70.472443,71.259842,41.860466,9.5,9.5,3.7343419,0
5,44.999985,59.448792,60.629921,6.5448651,9.5,9.5,1.8786808,1
4,47.007847,65.354324,67.322838,6.563077,10.5,10.5,1.8814596,0
3,49.015743,66.141708,70.866142,9,9.5,9.5,2.1972246,0
3,52.007839,70.078728,73.228348,7.3846154,,,1.9993988,0
11,44.999985,62.992104,68.503937,6.5999999,12.5,9.5,1.8870696,0
5,49.015743,67.3228,72.047241,11.496,13.5,13.5,2.4419992,0
2,49.015743,,66.929131,4.7761192,10.5,10.5,1.5636283,0
4,47.992119,64.960617,66.929131,2.5625,10.5,9.5,.94098336,0
2,52.007839,66.141708,67.716537,5.9000001,12.5,19,1.7749524,1
5,,71.259819,72.047241,17.200001,10.5,13.5,2.8449094,0
3,45.984222,64.566902,66.535431,5.4545455,9.5,9.5,1.6964493,0
3,44.999985,61.811012,64.960632,19.39394,11.5,11.5,2.9649606,0
3,49.999981,64.960617,70.472443,8.8000002,9.5,9.5,2.1747518,0
4,42.992088,61.417301,64.960632,5.5,9.5,9.5,1.704748,0
6,44.015713,61.023594,63.385826,4.8000002,11.5,10.5,1.5686159,1
4,44.015713,59.448792,60.236221,5.7894735,,,1.7560414,1
7,49.015743,67.3228,69.291336,3,9.5,9.5,1.0986123,0
,47.992119,64.960617,68.110237,3.6666667,,,1.299283,0
6,47.007847,66.929123,67.716537,6.1538463,9.5,9.5,1.8170773,0
,,61.811012,64.960632,10.714286,10.5,9.5,2.371578,0
4,49.999981,66.535416,67.716537,4.4444447,10.5,10.5,1.4916549,0
4,47.007847,,67.322838,5.6444445,,,1.7306718,0
4,49.015743,,67.322838,10.909091,,,2.3895965,0
3,49.999981,68.110222,71.653542,4.1904764,10.5,10.5,1.4328145,0
4,49.999981,68.897636,70.472443,9.0810814,10.5,9.5,2.2061932,0
6,44.015713,62.20472,62.992126,6.0631576,,,1.8022307,0
2,45.984222,63.779522,65.354332,5.3589745,9.5,9.5,1.6787726,0
4,45.984222,,64.566933,5.0999999,10.5,10.5,1.6292405,1
4,49.999981,71.259819,71.653542,4.1230769,9.5,9.5,1.4165998,0
5,52.007839,67.716507,68.503937,5.7142859,9.5,12.5,1.7429693,1
